Magnitude,Type,Ingredient 1,Ingredient 2,Ingredient 3,Effects,Effect 1,Effect 2,Effect 3,Effect 4,Effect 5,MyPotionID,Can Make
7,Mixed,Red Mountain Flower,Taproot,White Cap,2,Restore Magicka,Ravage Magicka,,,,14980,TRUE
7,Mixed,Red Mountain Flower,Troll Fat,Vampire Dust,2,Damage Health,Restore Magicka,,,,14983,TRUE
7,Mixed,Red Mountain Flower,Tundra Cotton,Void Salts,3,Fortify Magicka,Resist Magic,Damage Health,,,14988,TRUE
7,Mixed,Red Mountain Flower,Vampire Dust,White Cap,2,Restore Magicka,Ravage Magicka,,,,14993,TRUE
7,Mixed,Rock Warbler Egg,Salt Pile,Swamp Fungal Pod,2,Weakness to Magic,Restore Health,,,,15038,TRUE
7,Mixed,Rock Warbler Egg,Salt Pile,Taproot,2,Weakness to Magic,Regenerate Magicka,,,,15039,TRUE
7,Mixed,Rock Warbler Egg,Scaly Pholiota,Swamp Fungal Pod,2,Weakness to Magic,Restore Health,,,,15044,TRUE
7,Mixed,Rock Warbler Egg,Swamp Fungal Pod,Taproot,2,Restore Health,Weakness to Magic,,,,15064,TRUE
7,Mixed,Rock Warbler Egg,Taproot,Vampire Dust,2,Weakness to Magic,Restore Magicka,,,,15068,TRUE
7,Mixed,Rock Warbler Egg,Taproot,White Cap,2,Weakness to Magic,Restore Magicka,,,,15070,TRUE
7,Mixed,Taproot,Torchbug Thorax,Vampire Dust,2,Weakness to Magic,Restore Magicka,,,,15275,TRUE
7,Mixed,Taproot,Torchbug Thorax,White Cap,2,Weakness to Magic,Restore Magicka,,,,15277,TRUE
7,Poison,Deathbell,Giant Lichen,Skeever Tail,3,Weakness to Poison,Ravage Health,Damage Health,,,7795,TRUE
7,Poison,Frost Mirriam,Red Mountain Flower,River Betty,2,Ravage Magicka,Damage Health,,,,10527,TRUE
7,Poison,Giant Lichen,Skeever Tail,Void Salts,3,Ravage Health,Weakness to Shock,Damage Health,,,11256,TRUE
7,Poison,Lavender,Red Mountain Flower,River Betty,2,Ravage Magicka,Damage Health,,,,14039,TRUE
7,Poison,Orange Dartwing,Red Mountain Flower,River Betty,2,Ravage Magicka,Damage Health,,,,14619,TRUE
7,Potion,Dragons Tongue,Fly Amanita,,2,Resist Fire,Fortify Two-handed,,,,8098,TRUE
7,Potion,Frost Mirriam,Purple Mountain Flower,,2,Resist Frost,Fortify Sneak,,,,10526,TRUE
7,Potion,Blisterwort,Imp Stool,Spriggan Sap,2,Restore Health,Fortify Smithing,,,,2588,TRUE
7,Potion,Blue Dartwing,Glow Dust,Orange Dartwing,2,Resist Shock,Fortify Pickpocket,,,,3205,TRUE
7,Potion,Blue Dartwing,Nordic Barnacle,Snowberries,2,Fortify Pickpocket,Resist Shock,,,,3295,TRUE
7,Potion,Blue Dartwing,Orange Dartwing,Snowberries,2,Fortify Pickpocket,Resist Shock,,,,3311,TRUE
7,Potion,Bone Meal,Dragons Tongue,Fly Amanita,2,Resist Fire,Fortify Two-handed,,,,3908,TRUE
7,Potion,Bone Meal,Dragons Tongue,Mora Tapinella,2,Resist Fire,Fortify Illusion,,,,3916,TRUE
7,Potion,Bone Meal,Dragons Tongue,Scaly Pholiota,2,Resist Fire,Fortify Illusion,,,,3919,TRUE
7,Potion,Bone Meal,Dragons Tongue,Taproot,2,Resist Fire,Fortify Illusion,,,,3921,TRUE
7,Potion,Bone Meal,Dragons Tongue,Troll Fat,2,Resist Fire,Fortify Two-handed,,,,3923,TRUE
7,Potion,Bone Meal,Mudcrab Chitin,Troll Fat,2,Resist Fire,Resist Poison,,,,4123,TRUE
7,Potion,Canis Root,Elves Ear,Fly Amanita,2,Fortify Marksman,Resist Fire,,,,4978,TRUE
7,Potion,Canis Root,Elves Ear,Mudcrab Chitin,2,Fortify Marksman,Resist Fire,,,,4991,TRUE
7,Potion,Canis Root,Elves Ear,Snowberries,2,Fortify Marksman,Resist Fire,,,,4997,TRUE
7,Potion,Dragons Tongue,Elves Ear,Fly Amanita,2,Resist Fire,Fortify Two-handed,,,,8049,TRUE
7,Potion,Dragons Tongue,Elves Ear,Scaly Pholiota,2,Resist Fire,Fortify Illusion,,,,8061,TRUE
7,Potion,Dragons Tongue,Elves Ear,Spider Egg,2,Resist Fire,Fortify Marksman,,,,8062,TRUE
7,Potion,Dragons Tongue,Elves Ear,Troll Fat,2,Resist Fire,Fortify Two-handed,,,,8064,TRUE
7,Potion,Dragons Tongue,Fire Salts,Fly Amanita,2,Resist Fire,Fortify Two-handed,,,,8069,TRUE
7,Potion,Dragons Tongue,Fire Salts,Scaly Pholiota,2,Resist Fire,Fortify Illusion,,,,8083,TRUE
7,Potion,Dragons Tongue,Fire Salts,Troll Fat,2,Resist Fire,Fortify Two-handed,,,,8085,TRUE
7,Potion,Dragons Tongue,Mora Tapinella,Mudcrab Chitin,2,Fortify Illusion,Resist Fire,,,,8116,TRUE
7,Potion,Dragons Tongue,Mora Tapinella,Snowberries,2,Fortify Illusion,Resist Fire,,,,8123,TRUE
7,Potion,Dragons Tongue,Mudcrab Chitin,Scaly Pholiota,2,Resist Fire,Fortify Illusion,,,,8136,TRUE
7,Potion,Dragons Tongue,Mudcrab Chitin,Taproot,2,Resist Fire,Fortify Illusion,,,,8140,TRUE
7,Potion,Dragons Tongue,Mudcrab Chitin,Thistle Branch,2,Resist Fire,Resist Poison,,,,8141,TRUE
7,Potion,Dragons Tongue,Scaly Pholiota,Snowberries,2,Fortify Illusion,Resist Fire,,,,8148,TRUE
7,Potion,Dragons Tongue,Snowberries,Taproot,2,Resist Fire,Fortify Illusion,,,,8157,TRUE
7,Potion,Dragons Tongue,Snowberries,Troll Fat,2,Resist Fire,Fortify Two-handed,,,,8159,TRUE
7,Potion,Elves Ear,Fly Amanita,Spider Egg,2,Resist Fire,Fortify Marksman,,,,8947,TRUE
7,Potion,Elves Ear,Mudcrab Chitin,Spider Egg,2,Resist Fire,Fortify Marksman,,,,9090,TRUE
7,Potion,Elves Ear,Mudcrab Chitin,Thistle Branch,2,Resist Fire,Resist Poison,,,,9092,TRUE
7,Potion,Elves Ear,Mudcrab Chitin,Troll Fat,2,Resist Fire,Resist Poison,,,,9094,TRUE
7,Potion,Elves Ear,Snowberries,Spider Egg,2,Resist Fire,Fortify Marksman,,,,9124,TRUE
7,Potion,Fire Salts,Mudcrab Chitin,Thistle Branch,2,Resist Fire,Resist Poison,,,,10098,TRUE
7,Potion,Fire Salts,Mudcrab Chitin,Troll Fat,2,Resist Fire,Resist Poison,,,,10100,TRUE
7,Potion,Fly Amanita,Mudcrab Chitin,Thistle Branch,2,Resist Fire,Resist Poison,,,,10211,TRUE
7,Potion,Frost Mirriam,Slaughterfish Scales,Tundra Cotton,2,Resist Frost,Fortify Block,,,,10559,TRUE
7,Potion,Frost Mirriam,Thistle Branch,Troll Fat,2,Resist Frost,Resist Poison,,,,10573,TRUE
7,Potion,Garlic,Luna Moth Wing,Skeever Tail,2,Regenerate Health,Fortify Light Armor,,,,10978,TRUE
7,Potion,Garlic,Mudcrab Chitin,Snowberries,2,Resist Poison,Resist Fire,,,,11018,TRUE
7,Potion,Histcarp,Honeycomb,Luna Moth Wing,2,Restore Stamina,Fortify Light Armor,,,,12609,TRUE
7,Potion,Honeycomb,Luna Moth Wing,Mudcrab Chitin,2,Fortify Light Armor,Restore Stamina,,,,12839,TRUE
7,Potion,Honeycomb,Luna Moth Wing,Orange Dartwing,2,Fortify Light Armor,Restore Stamina,,,,12843,TRUE
7,Potion,Honeycomb,Luna Moth Wing,Purple Mountain Flower,2,Fortify Light Armor,Restore Stamina,,,,12847,TRUE
7,Potion,Honeycomb,Luna Moth Wing,Torchbug Thorax,2,Fortify Light Armor,Restore Stamina,,,,12853,TRUE
7,Potion,Honeycomb,Luna Moth Wing,Vampire Dust,3,Fortify Light Armor,Invisibility,Regenerate Health,,,12855,TRUE
7,Potion,Honeycomb,Mudcrab Chitin,Skeever Tail,2,Restore Stamina,Fortify Light Armor,,,,12859,TRUE
7,Potion,Honeycomb,Orange Dartwing,Skeever Tail,2,Restore Stamina,Fortify Light Armor,,,,12870,TRUE
7,Potion,Honeycomb,Purple Mountain Flower,Skeever Tail,2,Restore Stamina,Fortify Light Armor,,,,12904,TRUE
7,Potion,Honeycomb,Skeever Tail,Torchbug Thorax,2,Fortify Light Armor,Restore Stamina,,,,12934,TRUE
7,Potion,Honeycomb,Slaughterfish Scales,Snowberries,2,Fortify Block,Resist Frost,,,,12942,TRUE
7,Potion,Luna Moth Wing,Skeever Tail,Vampire Dust,3,Fortify Light Armor,Invisibility,Regenerate Health,,,14101,TRUE
7,Potion,Mudcrab Chitin,Snowberries,Troll Fat,2,Resist Fire,Resist Poison,,,,14385,TRUE
7,Potion,Purple Mountain Flower,Slaughterfish Scales,Tundra Cotton,2,Resist Frost,Fortify Block,,,,14922,TRUE
7,Potion,Purple Mountain Flower,Thistle Branch,Troll Fat,2,Resist Frost,Resist Poison,,,,14943,TRUE
7,Potion,Slaughterfish Scales,Snowberries,Tundra Cotton,2,Resist Frost,Fortify Block,,,,15226,TRUE
7,Potion,Snowberries,Thistle Branch,Troll Fat,2,Resist Frost,Resist Poison,,,,15267,TRUE
6,Mixed,Creep Cluster,Scaly Pholiota,,2,Fortify Carry Weight,Weakness to Magic,,,,6765,TRUE
6,Mixed,Ectoplasm,Nightshade,,2,Fortify Destruction,Damage Health,,,,8840,TRUE
6,Mixed,Ectoplasm,Void Salts,,2,Fortify Magicka,Damage Health,,,,8922,TRUE
6,Mixed,Purple Mountain Flower,Torchbug Thorax,,2,Restore Stamina,Lingering Damage Magicka,,,,14948,TRUE
6,Mixed,Red Mountain Flower,Void Salts,,2,Fortify Magicka,Damage Health,,,,14997,TRUE
6,Mixed,Scaly Pholiota,Taproot,,2,Weakness to Magic,Fortify Illusion,,,,15149,TRUE
6,Mixed,Blisterwort,Blue Butterfly Wing,Imp Stool,2,Damage Stamina,Restore Health,,,,2146,TRUE
6,Mixed,Blisterwort,Blue Mountain Flower,Fly Amanita,2,Restore Health,Frenzy,,,,2195,TRUE
6,Mixed,Blisterwort,Blue Mountain Flower,Troll Fat,2,Restore Health,Frenzy,,,,2211,TRUE
6,Mixed,Blisterwort,Bone Meal,Dragons Tongue,2,Damage Stamina,Resist Fire,,,,2218,TRUE
6,Mixed,Blisterwort,Bone Meal,Elves Ear,2,Damage Stamina,Resist Fire,,,,2219,TRUE
6,Mixed,Blisterwort,Bone Meal,Fire Salts,2,Damage Stamina,Resist Fire,,,,2222,TRUE
6,Mixed,Blisterwort,Bone Meal,Imp Stool,2,Damage Stamina,Restore Health,,,,2229,TRUE
6,Mixed,Blisterwort,Bone Meal,Mudcrab Chitin,2,Damage Stamina,Resist Fire,,,,2231,TRUE
6,Mixed,Blisterwort,Bone Meal,Snowberries,2,Damage Stamina,Resist Fire,,,,2234,TRUE
6,Mixed,Blisterwort,Butterfly Wing,Fly Amanita,2,Restore Health,Frenzy,,,,2250,TRUE
6,Mixed,Blisterwort,Butterfly Wing,Nightshade,2,Restore Health,Lingering Damage Stamina,,,,2261,TRUE
6,Mixed,Blisterwort,Butterfly Wing,Troll Fat,2,Restore Health,Frenzy,,,,2269,TRUE
6,Mixed,Blisterwort,Canis Root,Imp Stool,3,Damage Stamina,Paralysis,Restore Health,,,2284,TRUE
6,Mixed,Blisterwort,Fly Amanita,Mora Tapinella,2,Frenzy,Regenerate Stamina,,,,2485,TRUE
6,Mixed,Blisterwort,Fly Amanita,Scaly Pholiota,2,Frenzy,Regenerate Stamina,,,,2490,TRUE
6,Mixed,Blisterwort,Fly Amanita,Swamp Fungal Pod,2,Frenzy,Restore Health,,,,2494,TRUE
6,Mixed,Blisterwort,Hagraven Feathers,Lavender,2,Frenzy,Fortify Conjuration,,,,2541,TRUE
6,Mixed,Blisterwort,Hagraven Feathers,Swamp Fungal Pod,2,Frenzy,Restore Health,,,,2550,TRUE
6,Mixed,Blisterwort,Imp Stool,Spider Egg,2,Restore Health,Damage Stamina,,,,2587,TRUE
6,Mixed,Blisterwort,Imp Stool,Troll Fat,3,Restore Health,Frenzy,Damage Health,,,2590,TRUE
6,Mixed,Blisterwort,Nirnroot,Void Salts,3,Damage Stamina,Resist Magic,Damage Health,,,2622,TRUE
6,Mixed,Blisterwort,Swamp Fungal Pod,Torchbug Thorax,2,Restore Health,Lingering Damage Magicka,,,,2657,TRUE
6,Mixed,Blisterwort,Swamp Fungal Pod,Troll Fat,2,Restore Health,Frenzy,,,,2658,TRUE
6,Mixed,Blue Butterfly Wing,Hagraven Feathers,Troll Fat,2,Fortify Conjuration,Frenzy,,,,2910,TRUE
6,Mixed,Blue Butterfly Wing,Nirnroot,Void Salts,3,Damage Stamina,Resist Magic,Damage Health,,,3000,TRUE
6,Mixed,Blue Dartwing,Glow Dust,Hagraven Feathers,2,Resist Shock,Damage Magicka,,,,3196,TRUE
6,Mixed,Blue Dartwing,Glow Dust,Luna Moth Wing,2,Resist Shock,Damage Magicka,,,,3201,TRUE
6,Mixed,Blue Dartwing,Orange Dartwing,Red Mountain Flower,2,Fortify Pickpocket,Ravage Magicka,,,,3304,TRUE
6,Mixed,Blue Dartwing,Orange Dartwing,White Cap,2,Fortify Pickpocket,Ravage Magicka,,,,3315,TRUE
6,Mixed,Blue Mountain Flower,Hagraven Feathers,Troll Fat,2,Fortify Conjuration,Frenzy,,,,3678,TRUE
6,Mixed,Blue Mountain Flower,Imp Stool,Mora Tapinella,2,Restore Health,Lingering Damage Health,,,,3715,TRUE
6,Mixed,Blue Mountain Flower,Imp Stool,Orange Dartwing,2,Restore Health,Lingering Damage Health,,,,3718,TRUE
6,Mixed,Blue Mountain Flower,Imp Stool,Slaughterfish Scales,2,Restore Health,Lingering Damage Health,,,,3723,TRUE
6,Mixed,Blue Mountain Flower,Swamp Fungal Pod,Torchbug Thorax,2,Restore Health,Lingering Damage Magicka,,,,3792,TRUE
6,Mixed,Bone Meal,Canis Root,Dragons Tongue,2,Damage Stamina,Resist Fire,,,,3797,TRUE
6,Mixed,Bone Meal,Canis Root,Fire Salts,2,Damage Stamina,Resist Fire,,,,3799,TRUE
6,Mixed,Bone Meal,Canis Root,Fly Amanita,2,Damage Stamina,Resist Fire,,,,3800,TRUE
6,Mixed,Bone Meal,Canis Root,Mudcrab Chitin,2,Damage Stamina,Resist Fire,,,,3810,TRUE
6,Mixed,Bone Meal,Canis Root,Snowberries,2,Damage Stamina,Resist Fire,,,,3813,TRUE
6,Mixed,Bone Meal,Dragons Tongue,Nirnroot,2,Resist Fire,Damage Stamina,,,,3917,TRUE
6,Mixed,Bone Meal,Dragons Tongue,Rock Warbler Egg,2,Resist Fire,Damage Stamina,,,,3918,TRUE
6,Mixed,Bone Meal,Dragons Tongue,Spider Egg,2,Resist Fire,Damage Stamina,,,,3920,TRUE
6,Mixed,Bone Meal,Elves Ear,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,3934,TRUE
6,Mixed,Bone Meal,Elves Ear,Nirnroot,2,Resist Fire,Damage Stamina,,,,3940,TRUE
6,Mixed,Bone Meal,Elves Ear,Rock Warbler Egg,2,Resist Fire,Damage Stamina,,,,3943,TRUE
6,Mixed,Bone Meal,Fire Salts,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,3958,TRUE
6,Mixed,Bone Meal,Fire Salts,Nirnroot,2,Resist Fire,Damage Stamina,,,,3964,TRUE
6,Mixed,Bone Meal,Fire Salts,Rock Warbler Egg,2,Resist Fire,Damage Stamina,,,,3967,TRUE
6,Mixed,Bone Meal,Fire Salts,Spider Egg,2,Resist Fire,Damage Stamina,,,,3969,TRUE
6,Mixed,Bone Meal,Fly Amanita,Nirnroot,2,Resist Fire,Damage Stamina,,,,3983,TRUE
6,Mixed,Bone Meal,Fly Amanita,Rock Warbler Egg,2,Resist Fire,Damage Stamina,,,,3984,TRUE
6,Mixed,Bone Meal,Fly Amanita,Spider Egg,2,Resist Fire,Damage Stamina,,,,3986,TRUE
6,Mixed,Bone Meal,Hagraven Feathers,Troll Fat,2,Fortify Conjuration,Frenzy,,,,4050,TRUE
6,Mixed,Bone Meal,Honeycomb,Slaughterfish Scales,2,Ravage Stamina,Fortify Block,,,,4068,TRUE
6,Mixed,Bone Meal,Honeycomb,Tundra Cotton,2,Ravage Stamina,Fortify Block,,,,4073,TRUE
6,Mixed,Bone Meal,Mudcrab Chitin,Nirnroot,2,Resist Fire,Damage Stamina,,,,4109,TRUE
6,Mixed,Bone Meal,Mudcrab Chitin,Rock Warbler Egg,2,Resist Fire,Damage Stamina,,,,4115,TRUE
6,Mixed,Bone Meal,Mudcrab Chitin,Spider Egg,2,Resist Fire,Damage Stamina,,,,4120,TRUE
6,Mixed,Bone Meal,Nirnroot,Snowberries,2,Damage Stamina,Resist Fire,,,,4131,TRUE
6,Mixed,Bone Meal,Nirnroot,Void Salts,3,Damage Stamina,Resist Magic,Damage Health,,,4136,TRUE
6,Mixed,Bone Meal,Rock Warbler Egg,Snowberries,2,Damage Stamina,Resist Fire,,,,4142,TRUE
6,Mixed,Bone Meal,Snowberries,Spider Egg,2,Resist Fire,Damage Stamina,,,,4149,TRUE
6,Mixed,Bone Meal,Thistle Branch,Troll Fat,2,Ravage Stamina,Resist Poison,,,,4157,TRUE
6,Mixed,Butterfly Wing,Glow Dust,Snowberries,2,Damage Magicka,Resist Shock,,,,4743,TRUE
6,Mixed,Butterfly Wing,Imp Stool,Mora Tapinella,2,Restore Health,Lingering Damage Health,,,,4819,TRUE
6,Mixed,Butterfly Wing,Imp Stool,Orange Dartwing,2,Restore Health,Lingering Damage Health,,,,4824,TRUE
6,Mixed,Butterfly Wing,Imp Stool,Slaughterfish Scales,2,Restore Health,Lingering Damage Health,,,,4829,TRUE
6,Mixed,Butterfly Wing,Nightshade,Rock Warbler Egg,2,Lingering Damage Stamina,Restore Health,,,,4879,TRUE
6,Mixed,Butterfly Wing,Nightshade,Swamp Fungal Pod,2,Lingering Damage Stamina,Restore Health,,,,4884,TRUE
6,Mixed,Butterfly Wing,Swamp Fungal Pod,Torchbug Thorax,2,Restore Health,Lingering Damage Magicka,,,,4916,TRUE
6,Mixed,Canis Root,Nirnroot,Void Salts,3,Damage Stamina,Resist Magic,Damage Health,,,5145,TRUE
6,Mixed,Creep Cluster,Mora Tapinella,Orange Dartwing,2,Restore Magicka,Lingering Damage Health,,,,6671,TRUE
6,Mixed,Creep Cluster,Mora Tapinella,Slaughterfish Scales,2,Restore Magicka,Lingering Damage Health,,,,6679,TRUE
6,Mixed,Creep Cluster,River Betty,Rock Warbler Egg,2,Fortify Carry Weight,Weakness to Magic,,,,6721,TRUE
6,Mixed,Creep Cluster,River Betty,Scaly Pholiota,2,Fortify Carry Weight,Weakness to Magic,,,,6723,TRUE
6,Mixed,Creep Cluster,River Betty,Torchbug Thorax,2,Fortify Carry Weight,Weakness to Magic,,,,6729,TRUE
6,Mixed,Creep Cluster,Rock Warbler Egg,Scaly Pholiota,2,Weakness to Magic,Fortify Carry Weight,,,,6736,TRUE
6,Mixed,Creep Cluster,Salt Pile,Scaly Pholiota,2,Weakness to Magic,Fortify Carry Weight,,,,6748,TRUE
6,Mixed,Deathbell,Honeycomb,Slaughterfish Scales,2,Ravage Stamina,Fortify Block,,,,7824,TRUE
6,Mixed,Deathbell,Honeycomb,Tundra Cotton,2,Ravage Stamina,Fortify Block,,,,7829,TRUE
6,Mixed,Dragons Tongue,Elves Ear,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,8055,TRUE
6,Mixed,Dragons Tongue,Fire Salts,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,8076,TRUE
6,Mixed,Dragons Tongue,Scaly Pholiota,Taproot,2,Fortify Illusion,Weakness to Magic,,,,8149,TRUE
6,Mixed,Dragons Tongue,Scaly Pholiota,Torchbug Thorax,2,Fortify Illusion,Weakness to Magic,,,,8150,TRUE
6,Mixed,Dragons Tongue,Taproot,Torchbug Thorax,2,Fortify Illusion,Weakness to Magic,,,,8162,TRUE
6,Mixed,Dragons Tongue,Troll Fat,Void Salts,2,Fortify Two-handed,Damage Health,,,,8169,TRUE
6,Mixed,Ectoplasm,Histcarp,Imp Stool,2,Fortify Magicka,Damage Health,,,,8672,TRUE
6,Mixed,Ectoplasm,Histcarp,Nirnroot,2,Fortify Magicka,Damage Health,,,,8680,TRUE
6,Mixed,Ectoplasm,Histcarp,Troll Fat,2,Fortify Magicka,Damage Health,,,,8696,TRUE
6,Mixed,Ectoplasm,Histcarp,Void Salts,2,Fortify Magicka,Damage Health,,,,8698,TRUE
6,Mixed,Ectoplasm,Imp Stool,Nightshade,2,Damage Health,Fortify Destruction,,,,8737,TRUE
6,Mixed,Ectoplasm,Imp Stool,Tundra Cotton,2,Damage Health,Fortify Magicka,,,,8746,TRUE
6,Mixed,Ectoplasm,Imp Stool,Void Salts,2,Damage Health,Fortify Magicka,,,,8748,TRUE
6,Mixed,Ectoplasm,Mora Tapinella,Orange Dartwing,2,Restore Magicka,Lingering Damage Health,,,,8816,TRUE
6,Mixed,Ectoplasm,Mora Tapinella,Slaughterfish Scales,2,Restore Magicka,Lingering Damage Health,,,,8822,TRUE
6,Mixed,Ectoplasm,Skeever Tail,Tundra Cotton,2,Damage Health,Fortify Magicka,,,,8885,TRUE
6,Mixed,Ectoplasm,Skeever Tail,Void Salts,2,Damage Health,Fortify Magicka,,,,8887,TRUE
6,Mixed,Ectoplasm,Troll Fat,Tundra Cotton,2,Damage Health,Fortify Magicka,,,,8906,TRUE
6,Mixed,Ectoplasm,Troll Fat,Void Salts,2,Damage Health,Fortify Magicka,,,,8908,TRUE
6,Mixed,Elves Ear,Fly Amanita,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,8940,TRUE
6,Mixed,Elves Ear,Ice Wraith Teeth,Mudcrab Chitin,2,Weakness to Frost,Resist Fire,,,,9025,TRUE
6,Mixed,Elves Ear,Ice Wraith Teeth,Snowberries,2,Weakness to Frost,Resist Fire,,,,9032,TRUE
6,Mixed,Elves Ear,Mora Tapinella,Orange Dartwing,2,Restore Magicka,Lingering Damage Health,,,,9071,TRUE
6,Mixed,Elves Ear,Mora Tapinella,Slaughterfish Scales,2,Restore Magicka,Lingering Damage Health,,,,9074,TRUE
6,Mixed,Fire Salts,Fly Amanita,Ice Wraith Teeth,2,Resist Fire,Weakness to Frost,,,,9916,TRUE
6,Mixed,Fire Salts,Ice Wraith Teeth,Mudcrab Chitin,2,Weakness to Frost,Resist Fire,,,,10034,TRUE
6,Mixed,Fire Salts,Ice Wraith Teeth,Snowberries,2,Weakness to Frost,Resist Fire,,,,10042,TRUE
6,Mixed,Fly Amanita,Hagraven Feathers,Lavender,2,Frenzy,Fortify Conjuration,,,,10157,TRUE
6,Mixed,Fly Amanita,Hagraven Feathers,Mora Tapinella,2,Frenzy,Regenerate Stamina,,,,10159,TRUE
6,Mixed,Fly Amanita,Hagraven Feathers,Scaly Pholiota,2,Frenzy,Regenerate Stamina,,,,10163,TRUE
6,Mixed,Fly Amanita,Mora Tapinella,Orange Dartwing,2,Regenerate Stamina,Lingering Damage Health,,,,10189,TRUE
6,Mixed,Fly Amanita,Mora Tapinella,Slaughterfish Scales,2,Regenerate Stamina,Lingering Damage Health,,,,10194,TRUE
6,Mixed,Frost Mirriam,Lavender,Torchbug Thorax,2,Ravage Magicka,Fortify Stamina,,,,10466,TRUE
6,Mixed,Frost Mirriam,Orange Dartwing,Slaughterfish Scales,3,Ravage Magicka,Resist Frost,Lingering Damage Health,,,10494,TRUE
6,Mixed,Frost Mirriam,Red Mountain Flower,Tundra Cotton,2,Ravage Magicka,Fortify Magicka,,,,10537,TRUE
6,Mixed,Garlic,Lavender,Orange Dartwing,2,Fortify Stamina,Ravage Magicka,,,,10959,TRUE
6,Mixed,Garlic,Lavender,Red Mountain Flower,2,Fortify Stamina,Ravage Magicka,,,,10960,TRUE
6,Mixed,Garlic,Lavender,White Cap,2,Fortify Stamina,Ravage Magicka,,,,10969,TRUE
6,Mixed,Garlic,Troll Fat,Void Salts,2,Resist Poison,Damage Health,,,,11073,TRUE
6,Mixed,Giant Lichen,Mora Tapinella,Orange Dartwing,2,Restore Magicka,Lingering Damage Health,,,,11170,TRUE
6,Mixed,Giant Lichen,Mora Tapinella,Slaughterfish Scales,2,Restore Magicka,Lingering Damage Health,,,,11177,TRUE
6,Mixed,Glow Dust,Hagraven Feathers,Snowberries,2,Damage Magicka,Resist Shock,,,,11516,TRUE
6,Mixed,Glow Dust,Hagraven Feathers,Swamp Fungal Pod,2,Damage Magicka,Resist Shock,,,,11519,TRUE
6,Mixed,Glow Dust,Luna Moth Wing,Snowberries,2,Damage Magicka,Resist Shock,,,,11604,TRUE
6,Mixed,Glow Dust,Luna Moth Wing,Swamp Fungal Pod,2,Damage Magicka,Resist Shock,,,,11607,TRUE
6,Mixed,Glow Dust,Nordic Barnacle,Snowberries,2,Damage Magicka,Resist Shock,,,,11640,TRUE
6,Mixed,Glow Dust,Nordic Barnacle,Swamp Fungal Pod,2,Damage Magicka,Resist Shock,,,,11643,TRUE
6,Mixed,Hagraven Feathers,Lavender,Troll Fat,2,Fortify Conjuration,Frenzy,,,,12109,TRUE
6,Mixed,Histcarp,Orange Dartwing,Slaughterfish Scales,2,Restore Stamina,Lingering Damage Health,,,,12710,TRUE
6,Mixed,Histcarp,Purple Mountain Flower,Swamp Fungal Pod,2,Restore Stamina,Lingering Damage Magicka,,,,12756,TRUE
6,Mixed,Histcarp,Purple Mountain Flower,Torchbug Thorax,2,Restore Stamina,Lingering Damage Magicka,,,,12758,TRUE
6,Mixed,Histcarp,Red Mountain Flower,Troll Fat,2,Fortify Magicka,Damage Health,,,,12771,TRUE
6,Mixed,Histcarp,Red Mountain Flower,Void Salts,2,Fortify Magicka,Damage Health,,,,12773,TRUE
6,Mixed,Honeycomb,Purple Mountain Flower,Swamp Fungal Pod,2,Restore Stamina,Lingering Damage Magicka,,,,12908,TRUE
6,Mixed,Honeycomb,Purple Mountain Flower,Torchbug Thorax,2,Restore Stamina,Lingering Damage Magicka,,,,12910,TRUE
6,Mixed,Honeycomb,Thistle Branch,Troll Fat,2,Ravage Stamina,Resist Poison,,,,12953,TRUE
6,Mixed,Honeycomb,Thistle Branch,Tundra Cotton,2,Ravage Stamina,Fortify Block,,,,12954,TRUE
6,Mixed,Imp Stool,Mora Tapinella,Rock Warbler Egg,2,Lingering Damage Health,Restore Health,,,,13410,TRUE
6,Mixed,Imp Stool,Mora Tapinella,Swamp Fungal Pod,3,Lingering Damage Health,Paralysis,Restore Health,,,13414,TRUE
6,Mixed,Imp Stool,Mora Tapinella,Vampire Dust,2,Lingering Damage Health,Restore Magicka,,,,13417,TRUE
6,Mixed,Imp Stool,Mora Tapinella,White Cap,2,Lingering Damage Health,Restore Magicka,,,,13420,TRUE
6,Mixed,Imp Stool,Orange Dartwing,Purple Mountain Flower,2,Lingering Damage Health,Restore Stamina,,,,13448,TRUE
6,Mixed,Imp Stool,Orange Dartwing,Rock Warbler Egg,2,Lingering Damage Health,Restore Health,,,,13451,TRUE
6,Mixed,Imp Stool,Orange Dartwing,Swamp Fungal Pod,3,Lingering Damage Health,Paralysis,Restore Health,,,13458,TRUE
6,Mixed,Imp Stool,Orange Dartwing,Torchbug Thorax,2,Lingering Damage Health,Restore Stamina,,,,13459,TRUE
6,Mixed,Imp Stool,Red Mountain Flower,Tundra Cotton,2,Damage Health,Fortify Magicka,,,,13471,TRUE
6,Mixed,Imp Stool,Red Mountain Flower,Void Salts,2,Damage Health,Fortify Magicka,,,,13473,TRUE
6,Mixed,Imp Stool,Rock Warbler Egg,Slaughterfish Scales,2,Restore Health,Lingering Damage Health,,,,13491,TRUE
